season,week,n_competitors,n_eliminated,actual_elims,pred_percent_elims,pred_rank_elims,percent_hit,rank_hit,methods_agree,percent_elim_fan_pct_mean,percent_elim_judge_pct_mean,percent_elim_delta_mean,percent_elim_high_fan_rate,rank_elim_fan_pct_mean,rank_elim_judge_pct_mean,rank_elim_delta_mean,rank_elim_high_fan_rate
20,3,11,1,Charlotte McKinney,Charlotte McKinney,Charlotte McKinney,1,1,1,0.09090909090909091,0.13636363636363635,-0.04545454545454544,0.0,0.09090909090909091,0.13636363636363635,-0.04545454545454544,0.0
20,4,10,1,Michael Sam,Michael Sam,Suzanne Somers,1,0,0,0.1,0.35,-0.24999999999999997,0.0,0.2,0.2,0.0,0.0
20,5,9,1,Suzanne Somers,Suzanne Somers,Robert Herjavec,1,0,0,0.1111111111111111,0.5,-0.3888888888888889,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0
20,6,8,1,Patti LaBelle,Patti LaBelle,Patti LaBelle,1,1,1,0.125,0.3125,-0.1875,0.0,0.125,0.3125,-0.1875,0.0
20,7,7,1,Willow Shields,Willow Shields,Robert Herjavec,1,0,0,0.14285714285714285,0.8571428571428571,-0.7142857142857142,0.0,0.2857142857142857,0.21428571428571427,0.07142857142857142,0.0
20,8,6,2,Chris Soules; Robert Herjavec,Robert Herjavec; Chris Soules,Robert Herjavec; Chris Soules,1,1,1,0.25,0.3333333333333333,-0.08333333333333334,0.0,0.25,0.3333333333333333,-0.08333333333333334,0.0
20,9,4,1,Nastia Liukin,Nastia Liukin,Noah Galloway,1,0,0,0.25,0.875,-0.625,0.0,0.75,0.25,0.5,1.0
21,2,13,2,Chaka Khan; Victor Espinoza,Chaka Khan; Victor Espinoza,Chaka Khan; Victor Espinoza,1,1,1,0.11538461538461539,0.19230769230769232,-0.07692307692307693,0.0,0.11538461538461539,0.19230769230769232,-0.07692307692307693,0.0
21,4,10,1,Gary Busey,Gary Busey,Gary Busey,1,1,1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0
21,6,9,1,Paula Deen,Paula Deen,Paula Deen,1,1,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0
21,7,8,1,Hayes Grier,Hayes Grier,Tamar Braxton,1,0,0,0.125,0.75,-0.625,0.0,0.25,0.3125,-0.0625,0.0
21,8,7,1,Andy Grammer,Andy Grammer,Andy Grammer,1,1,1,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
21,9,6,1,Alexa PenaVega,Alexa PenaVega,Tamar Braxton,1,0,0,0.16666666666666666,0.9166666666666666,-0.75,0.0,0.5,0.16666666666666666,0.33333333333333337,0.0
21,11,4,1,Carlos PenaVega,Carlos PenaVega,Alek Skarlatos,1,0,0,0.25,0.75,-0.5,0.0,0.5,0.25,0.25,0.0
22,2,12,1,Geraldo Rivera,Geraldo Rivera,Geraldo Rivera,1,1,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0
22,3,11,1,Mischa Barton,Mischa Barton,Mischa Barton,1,1,1,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0
22,4,10,1,Marla Maples,Marla Maples,Marla Maples,1,1,1,0.1,0.3,-0.19999999999999998,0.0,0.1,0.3,-0.19999999999999998,0.0
22,6,9,1,Doug Flutie,Doug Flutie,Doug Flutie,1,1,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0
22,7,8,2,Kim Fields; Von Miller,Kim Fields; Von Miller,Kim Fields; Jodie Sweetin,1,0,0,0.1875,0.375,-0.1875,0.0,0.3125,0.25,0.0625,0.0
22,8,6,1,Jodie Sweetin,Jodie Sweetin,Wanya Morris,1,0,0,0.16666666666666666,0.9166666666666666,-0.75,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0
22,9,5,2,Antonio Brown; Wanya Morris,Antonio Brown; Wanya Morris,Antonio Brown; Nyle DiMarco,1,0,0,0.30000000000000004,0.6,-0.3,0.0,0.4,0.4,0.0,0.5
23,2,13,1,Jake T. Austin,Jake T. Austin,Rick Perry,1,0,0,0.07692307692307693,0.23076923076923078,-0.15384615384615385,0.0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0
23,3,12,1,Rick Perry,Rick Perry,Rick Perry,1,1,1,0.08333333333333333,0.125,-0.04166666666666667,0.0,0.08333333333333333,0.125,-0.04166666666666667,0.0
23,4,11,2,Babyface; Vanilla Ice,Babyface; Vanilla Ice,Babyface; Marilu Henner,1,0,0,0.13636363636363635,0.2727272727272727,-0.13636363636363635,0.0,0.2727272727272727,0.13636363636363635,0.13636363636363635,0.0
23,6,9,1,Amber Rose,Amber Rose,Amber Rose,1,1,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0
23,7,8,1,Maureen McCormick,Maureen McCormick,Maureen McCormick,1,1,1,0.125,0.3125,-0.1875,0.0,0.125,0.3125,-0.1875,0.0
23,8,7,1,Ryan Lochte,Ryan Lochte,Ryan Lochte,1,1,1,0.14285714285714285,0.42857142857142855,-0.2857142857142857,0.0,0.14285714285714285,0.42857142857142855,-0.2857142857142857,0.0
23,9,6,1,Marilu Henner,Marilu Henner,Marilu Henner,1,1,1,0.16666666666666666,0.25,-0.08333333333333334,0.0,0.16666666666666666,0.25,-0.08333333333333334,0.0
23,10,5,1,Terra Jole,Terra Jole,James Hinchcliffe,1,0,0,0.2,0.9,-0.7,0.0,0.4,0.6,-0.19999999999999996,0.0
23,11,4,1,Jana Kramer,Jana Kramer,Jana Kramer,1,1,1,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0
24,2,12,1,Chris Kattan,Chris Kattan,Chris Kattan,1,1,1,0.08333333333333333,0.125,-0.04166666666666667,0.0,0.08333333333333333,0.125,-0.04166666666666667,0.0
24,3,11,1,Charo,Charo,Charo,1,1,1,0.09090909090909091,0.18181818181818182,-0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,-0.09090909090909091,0.0
24,4,10,1,Mr. T,Mr. T,Mr. T,1,1,1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0
24,5,9,1,Erika Jayne,Erika Jayne,Erika Jayne,1,1,1,0.1111111111111111,0.3888888888888889,-0.2777777777777778,0.0,0.1111111111111111,0.3888888888888889,-0.2777777777777778,0.0
24,6,8,1,Heather Morris,Heather Morris,Nick Viall,1,0,0,0.125,1.0,-0.875,0.0,0.25,0.125,0.125,0.0
24,7,7,2,Nancy Kerrigan; Nick Viall,Nick Viall; Nancy Kerrigan,Nick Viall; David Ross,1,0,0,0.21428571428571427,0.5,-0.2857142857142857,0.0,0.2857142857142857,0.3571428571428571,-0.07142857142857142,0.0
24,8,5,1,Bonner Bolton,Bonner Bolton,Bonner Bolton,1,1,1,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0
24,9,4,1,Simone Biles,Simone Biles,Normani,1,0,0,0.25,1.0,-0.75,0.0,0.5,0.5,0.0,0.0
25,2,13,2,Barbara Corcoran; Debbie Gibson,Barbara Corcoran; Debbie Gibson,Barbara Corcoran; Derek Fisher,1,0,0,0.11538461538461539,0.28846153846153844,-0.17307692307692307,0.0,0.15384615384615385,0.13461538461538464,0.019230769230769232,0.0
25,4,11,1,Derek Fisher,Derek Fisher,Derek Fisher,1,1,1,0.09090909090909091,0.18181818181818182,-0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,-0.09090909090909091,0.0
25,5,10,1,Sasha Pieterse,Sasha Pieterse,Nick Lachey,1,0,0,0.1,0.25,-0.15,0.0,0.2,0.1,0.1,0.0
25,6,9,1,Nick Lachey,Nick Lachey,Nick Lachey,1,1,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0
25,7,8,2,Nikki Bella; Vanessa Lachey,Nikki Bella; Vanessa Lachey,Nikki Bella; Terrell Owens,1,0,0,0.1875,0.34375,-0.15625,0.0,0.25,0.1875,0.0625,0.0
25,8,6,1,Terrell Owens,Terrell Owens,Drew Scott,1,0,0,0.16666666666666666,0.5,-0.33333333333333337,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0
25,9,5,1,Victoria Arlen,Victoria Arlen,Drew Scott,1,0,0,0.2,0.6,-0.39999999999999997,0.0,0.4,0.2,0.2,0.0
25,10,4,1,Drew Scott,Drew Scott,Drew Scott,1,1,1,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0
26,1,10,2,Jamie Anderson; Johnny Damon,Johnny Damon; Jamie Anderson,Johnny Damon; Kareem Abdul-Jabbar,1,0,0,0.15000000000000002,0.25,-0.09999999999999999,0.0,0.2,0.15000000000000002,0.04999999999999999,0.0
26,2,8,2,Arike Ogunbowale; Kareem Abdul-Jabbar,Kareem Abdul-Jabbar; Arike Ogunbowale,Kareem Abdul-Jabbar; Jennie Finch Daigle,1,0,0,0.1875,0.4375,-0.25,0.0,0.25,0.21875,0.03125,0.0
26,3,6,3,Chris Mazdzer; Jennie Finch Daigle; Mirai Nagasu,Jennie Finch Daigle; Chris Mazdzer; Mirai Nagasu,Jennie Finch Daigle; Chris Mazdzer; Mirai Nagasu,1,1,1,0.3333333333333333,0.36111111111111116,-0.02777777777777779,0.0,0.3333333333333333,0.36111111111111116,-0.02777777777777779,0.0
27,1,13,1,Nikki Glaser,Nikki Glaser,Nikki Glaser,1,1,1,0.07692307692307693,0.15384615384615385,-0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385,-0.07692307692307693,0.0
27,2,12,1,Danelle Umstead,Danelle Umstead,Danelle Umstead,1,1,1,0.08333333333333333,0.16666666666666666,-0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,-0.08333333333333333,0.0
27,3,11,1,Nancy McKeon,Nancy McKeon,Joe Amabile,1,0,0,0.09090909090909091,0.2727272727272727,-0.1818181818181818,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0
27,4,10,1,Tinashe,Joe Amabile,Joe Amabile,0,0,1,0.2,0.1,0.1,0.0,0.2,0.1,0.1,0.0
27,6,9,1,Mary Lou Retton,Mary Lou Retton,John Schneider,1,0,0,0.1111111111111111,0.4444444444444444,-0.3333333333333333,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0
27,7,8,2,DeMarcus Ware; John Schneider,DeMarcus Ware; John Schneider,DeMarcus Ware; Joe Amabile,1,0,0,0.1875,0.40625,-0.21875,0.0,0.3125,0.21875,0.09375,0.0
27,8,6,2,Joe Amabile; Juan Pablo Di Pace,Joe Amabile; Juan Pablo Di Pace,Joe Amabile; Bobby Bones,1,0,0,0.25,0.6666666666666666,-0.4166666666666667,0.0,0.3333333333333333,0.25,0.08333333333333336,0.0
28,2,12,1,Mary Wilson,Mary Wilson,Lamar Odom,1,0,0,0.08333333333333333,0.20833333333333334,-0.125,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0
28,4,10,1,Lamar Odom,Lamar Odom,Lamar Odom,1,1,1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0
28,6,9,1,Sailor Brinkley-Cook,Sailor Brinkley-Cook,Sean Spicer,1,0,0,0.1111111111111111,0.8888888888888888,-0.7777777777777777,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0
28,7,8,1,Karamo Brown,Karamo Brown,Karamo Brown,1,1,1,0.125,0.375,-0.25,0.0,0.125,0.375,-0.25,0.0
28,8,7,1,Kate Flannery,Kate Flannery,Sean Spicer,1,0,0,0.14285714285714285,0.42857142857142855,-0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0
28,9,6,1,Sean Spicer,Sean Spicer,Sean Spicer,1,1,1,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0
28,10,5,1,James Van Der Beek,James Van Der Beek,James Van Der Beek,1,1,1,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0
29,2,15,1,Charles Oakley,Charles Oakley,Charles Oakley,1,1,1,0.06666666666666667,0.1,-0.03333333333333334,0.0,0.06666666666666667,0.1,-0.03333333333333334,0.0
29,3,14,1,Carole Baskin,Carole Baskin,Carole Baskin,1,1,1,0.07142857142857142,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0
29,4,13,1,Anne Heche,Anne Heche,Anne Heche,1,1,1,0.07692307692307693,0.19230769230769232,-0.11538461538461539,0.0,0.07692307692307693,0.19230769230769232,-0.11538461538461539,0.0
29,5,12,1,Jesse Metcalfe,Jesse Metcalfe,Jesse Metcalfe,1,1,1,0.08333333333333333,0.125,-0.04166666666666667,0.0,0.08333333333333333,0.125,-0.04166666666666667,0.0
29,6,11,1,Veron Davis,Veron Davis,Veron Davis,1,1,1,0.09090909090909091,0.18181818181818182,-0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,-0.09090909090909091,0.0
29,7,10,1,Monica Aldama,Monica Aldama,Monica Aldama,1,1,1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0
29,8,8,1,Chrishell Stause,Chrishell Stause,Nelly,1,0,0,0.125,0.4375,-0.3125,0.0,0.375,0.125,0.25,0.0
29,9,7,1,AJ McLean,AJ McLean,AJ McLean,1,1,1,0.14285714285714285,0.2857142857142857,-0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,-0.14285714285714285,0.0
29,10,6,2,Johnny Weir; Skai Jackson,Skai Jackson; Johnny Weir,Skai Jackson; Nelly,1,0,0,0.25,0.4166666666666667,-0.16666666666666669,0.0,0.3333333333333333,0.2916666666666667,0.041666666666666685,0.0
30,2,15,1,Martin Kove,Martin Kove,Martin Kove,1,1,1,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0
30,3,14,1,Christine Chiu,Christine Chiu,Cody Rigsby,1,0,0,0.07142857142857142,0.5,-0.4285714285714286,0.0,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.0
30,4,13,2,Brian Austin Green; Matt James,Brian Austin Green; Matt James,Brian Austin Green; Matt James,1,1,1,0.11538461538461539,0.11538461538461539,0.0,0.0,0.11538461538461539,0.11538461538461539,0.0,0.0
30,5,11,1,Melanie C,Melanie C,Iman Shumpert,1,0,0,0.09090909090909091,0.6363636363636364,-0.5454545454545454,0.0,0.2727272727272727,0.09090909090909091,0.1818181818181818,0.0
30,6,10,1,Kenya Moore,Kenya Moore,Kenya Moore,1,1,1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0
30,7,9,1,"Mike ""The Miz"" Mizanin","Mike ""The Miz"" Mizanin","Mike ""The Miz"" Mizanin",1,1,1,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0
30,8,8,2,Jimmie Allen; Olivia Jade,Jimmie Allen; Olivia Jade,Jimmie Allen; Olivia Jade,1,1,1,0.1875,0.25,-0.0625,0.0,0.1875,0.25,-0.0625,0.0
30,9,6,2,Melora Hardin; Suni Lee,Melora Hardin; Suni Lee,Melora Hardin; Cody Rigsby,1,0,0,0.25,0.45833333333333337,-0.20833333333333337,0.0,0.3333333333333333,0.25,0.08333333333333336,0.0
31,1,16,1,Jason Lewis,Jason Lewis,Jason Lewis,1,1,1,0.0625,0.125,-0.0625,0.0,0.0625,0.125,-0.0625,0.0
31,2,15,1,Teresa Giudice,Teresa Giudice,Teresa Giudice,1,1,1,0.06666666666666667,0.13333333333333333,-0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,-0.06666666666666667,0.0
31,3,14,1,Cheryl Ladd,Cheryl Ladd,Cheryl Ladd,1,1,1,0.07142857142857142,0.14285714285714285,-0.07142857142857142,0.0,0.07142857142857142,0.14285714285714285,-0.07142857142857142,0.0
31,4,13,1,Sam Champion,Sam Champion,Sam Champion,1,1,1,0.07692307692307693,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0
31,5,12,1,Joseph Baena,Joseph Baena,Joseph Baena,1,1,1,0.08333333333333333,0.25,-0.16666666666666669,0.0,0.08333333333333333,0.25,-0.16666666666666669,0.0
31,6,10,1,Jessie James Decker,Jessie James Decker,Jessie James Decker,1,1,1,0.1,0.2,-0.1,0.0,0.1,0.2,-0.1,0.0
31,7,9,1,Jordin Sparks,Jordin Sparks,Jordin Sparks,1,1,1,0.1111111111111111,0.2222222222222222,-0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,-0.1111111111111111,0.0
31,8,8,2,Heidi D'Amelio; Vinny Guadagnino,Vinny Guadagnino; Heidi D'Amelio,Vinny Guadagnino; Heidi D'Amelio,1,1,1,0.1875,0.1875,0.0,0.0,0.1875,0.1875,0.0,0.0
31,9,6,2,Daniel Durant; Trevor Donovan,Trevor Donovan; Daniel Durant,Daniel Durant; Trevor Donovan,1,1,1,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0
32,1,14,1,Matt Walsh,Matt Walsh,Matt Walsh,1,1,1,0.07142857142857142,0.14285714285714285,-0.07142857142857142,0.0,0.07142857142857142,0.14285714285714285,-0.07142857142857142,0.0
32,2,13,1,Jamie Lynn Spears,Jamie Lynn Spears,Mauricio Umansky,1,0,0,0.07692307692307693,0.38461538461538464,-0.3076923076923077,0.0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0
32,3,12,1,Tyson Beckford,Tyson Beckford,Tyson Beckford,1,1,1,0.08333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0
32,4,11,1,Adrian Peterson,Adrian Peterson,Mauricio Umansky,1,0,0,0.09090909090909091,0.45454545454545453,-0.36363636363636365,0.0,0.2727272727272727,0.2727272727272727,0.0,0.0
32,5,10,1,Mira Sorvino,Mira Sorvino,Harry Jowsey,1,0,0,0.1,0.3,-0.19999999999999998,0.0,0.2,0.1,0.1,0.0
32,6,9,1,Mauricio Umansky,Mauricio Umansky,Harry Jowsey,1,0,0,0.1111111111111111,0.4444444444444444,-0.3333333333333333,0.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0
32,7,8,1,Lele Pons,Lele Pons,Harry Jowsey,1,0,0,0.125,0.75,-0.625,0.0,0.25,0.125,0.125,0.0
32,8,7,1,Barry Williams,Barry Williams,Harry Jowsey,1,0,0,0.14285714285714285,0.42857142857142855,-0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0
32,9,6,1,Harry Jowsey,Harry Jowsey,Harry Jowsey,1,1,1,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0
33,2,13,2,Anna Delvey; Tori Spelling,Anna Delvey; Tori Spelling,Anna Delvey; Eric Roberts,1,0,0,0.11538461538461539,0.28846153846153844,-0.17307692307692307,0.0,0.15384615384615385,0.17307692307692307,-0.019230769230769232,0.0
33,3,11,2,Eric Roberts; Reginald VelJohnson,Reginald VelJohnson; Eric Roberts,Reginald VelJohnson; Eric Roberts,1,1,1,0.13636363636363635,0.13636363636363635,0.0,0.0,0.13636363636363635,0.13636363636363635,0.0,0.0
33,4,9,1,Brooks Nader,Brooks Nader,Dwight Howard,1,0,0,0.1111111111111111,0.4444444444444444,-0.3333333333333333,0.0,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.0
33,5,8,1,Phaedra Parks,Phaedra Parks,Phaedra Parks,1,1,1,0.125,0.25,-0.125,0.0,0.125,0.25,-0.125,0.0
33,6,7,1,Jenn Tran,Jenn Tran,Stephen Nedoroscik,1,0,0,0.14285714285714285,0.6428571428571429,-0.5,0.0,0.2857142857142857,0.35714285714285715,-0.07142857142857145,0.0
33,7,6,1,Dwight Howard,Dwight Howard,Dwight Howard,1,1,1,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0
34,2,14,2,Baron Davis; Corey Feldman,Corey Feldman; Baron Davis,Corey Feldman; Baron Davis,1,1,1,0.10714285714285714,0.1607142857142857,-0.053571428571428575,0.0,0.10714285714285714,0.1607142857142857,-0.053571428571428575,0.0
34,3,12,1,Lauren Jauregui,Lauren Jauregui,Lauren Jauregui,1,1,1,0.08333333333333333,0.125,-0.04166666666666667,0.0,0.08333333333333333,0.125,-0.04166666666666667,0.0
34,4,11,1,Hilaria Baldwin,Hilaria Baldwin,Andy Richter,1,0,0,0.09090909090909091,0.5454545454545454,-0.4545454545454545,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0
34,6,10,1,Scott Hoying,Scott Hoying,Scott Hoying,1,1,1,0.1,0.2,-0.1,0.0,0.1,0.2,-0.1,0.0
34,7,9,1,Jen Affleck,Jen Affleck,Jen Affleck,1,1,1,0.1111111111111111,0.3333333333333333,-0.2222222222222222,0.0,0.1111111111111111,0.3333333333333333,-0.2222222222222222,0.0
34,8,8,1,Danielle Fishel,Danielle Fishel,Danielle Fishel,1,1,1,0.125,0.25,-0.125,0.0,0.125,0.25,-0.125,0.0
34,9,7,1,Andy Richter,Andy Richter,Andy Richter,1,1,1,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
34,10,6,1,Whitney Leavitt,Whitney Leavitt,Jordan Chiles,1,0,0,0.16666666666666666,0.75,-0.5833333333333334,0.0,0.3333333333333333,0.4166666666666667,-0.08333333333333337,0.0
